candidate_id,country,cnn_split_assigned,lat,lng,true_label,dist_to_train_m,blocked_split
USA_cluster_89634,United States,train,33.853362809875,-81.50657828574883,1,,train
USA_cluster_89612,United States,val,34.01282438062133,-81.53897630663599,1,1241.5089554290691,excluded_spatial_leak
USA_cluster_89596,United States,train,33.757810272809444,-81.54175057476921,1,,train
USA_cluster_89662,United States,train,33.8394298194567,-81.54417661980294,1,,train
USA_cluster_89682,United States,train,33.775636621094506,-81.40837036587862,1,,train
USA_cluster_89757,United States,test,34.874869781469805,-82.24587672274635,0,7405.191185222983,test
USA_cluster_89771,United States,train,34.818556594888385,-82.28919622977423,0,,train
USA_cluster_89780,United States,train,34.531028316824646,-82.85626083141551,1,,train
USA_cluster_89783,United States,test,34.53960157146569,-82.88677248957609,1,1696.1380735687849,test
USA_cluster_89692,United States,train,33.783941812558886,-81.49147576561565,1,,train
USA_cluster_89597,United States,train,34.12966523094676,-81.72975747884081,1,,train
USA_cluster_89787,United States,eval,34.664504320825145,-82.71613714923959,1,6970.345245033637,eval
USA_cluster_89788,United States,train,34.51075445014043,-82.8702805446645,1,,train
USA_cluster_89791,United States,train,34.92298429033156,-82.3051540680381,0,,train
USA_cluster_89817,United States,train,34.45053431879176,-82.88964376666593,1,,train
USA_cluster_89793,United States,train,34.81753193170266,-82.28900436526267,0,,train
USA_cluster_89833,United States,train,34.69191507693795,-82.78469005041316,0,,train
USA_cluster_89933,United States,train,34.71636839847437,-83.12838106686793,1,,train
USA_cluster_89947,United States,train,34.61703688167092,-83.03299178988495,1,,train
USA_cluster_89962,United States,test,34.650572916622664,-83.12138055859592,1,1546.395340063521,test
USA_cluster_89968,United States,train,34.633563161820014,-83.03681583341334,1,,train
USA_cluster_89971,United States,test,34.57470724846251,-83.01593336450001,1,950.9222544393018,excluded_spatial_leak
USA_cluster_89775,United States,train,34.52544125077698,-82.87988840999245,1,,train
USA_cluster_89773,United States,train,34.6590038836213,-82.87260007114689,1,,train
USA_cluster_89977,United States,train,34.55467979677493,-82.98504620229745,1,,train
USA_cluster_89789,United States,train,34.518134506962255,-82.90585568804875,1,,train
USA_cluster_89966,United States,val,34.534606593082614,-82.90955873326038,1,1541.4404161024042,val
USA_cluster_89964,United States,train,34.55335169474286,-83.04462248731694,1,,train
USA_cluster_89974,United States,train,34.64930700525871,-83.03558264171738,1,,train
USA_cluster_89980,United States,train,34.55620492315722,-82.98639755855478,1,,train
USA_cluster_89770,United States,train,34.49573750593698,-82.87658229605789,1,,train
USA_cluster_89965,United States,val,34.63204050744,-83.03459737280564,1,264.3182461747638,excluded_spatial_leak
USA_cluster_89756,United States,train,34.6966342582197,-82.33012046933263,0,,train
USA_cluster_89982,United States,train,34.6980304292445,-83.11086123873675,1,,train
USA_cluster_89978,United States,train,34.5165772660698,-83.03955128452795,1,,train
USA_cluster_90065,United States,train,34.256678729931934,-80.09861015052326,1,,train
USA_cluster_89970,United States,train,34.728315190469665,-83.12667907832308,1,,train
USA_cluster_89979,United States,test,34.72857801862029,-83.14759316394175,1,1911.4949287168627,test
USA_cluster_89983,United States,val,34.61131182108228,-83.09898736512918,1,2538.2014395295455,val
USA_cluster_90127,United States,train,34.16251871272078,-80.18923288719583,1,,train
USA_cluster_90138,United States,train,34.45449638110134,-80.52287056324029,1,,train
USA_cluster_90137,United States,train,34.42458605510781,-80.37036720077387,1,,train
USA_cluster_90148,United States,train,34.492313794169704,-80.36782871535038,1,,train
USA_cluster_90067,United States,train,34.13679239084181,-80.05450571643588,1,,train
USA_cluster_90190,United States,train,34.637751899782906,-80.65345359289827,1,,train
USA_cluster_90180,United States,train,34.77753297226566,-80.57070034801579,1,,train
USA_cluster_90209,United States,train,34.64802006248061,-80.66857807027985,1,,train
USA_cluster_90113,United States,train,34.62923534255388,-80.82157362101164,1,,train
USA_cluster_90162,United States,train,34.205974221778035,-80.12164275955371,1,,train
USA_cluster_90258,United States,train,34.16121703110251,-80.15005573760065,1,,train
USA_cluster_90212,United States,val,34.81542773877197,-80.64794465506867,1,8216.099180449533,val
USA_cluster_90270,United States,val,34.159116429682754,-80.23636986980353,1,282.8134232084665,excluded_spatial_leak
USA_cluster_90230,United States,train,34.772029381336594,-80.91471848374208,1,,train
USA_cluster_90227,United States,val,34.57177620003574,-80.42317536422601,1,1175.2140181837526,excluded_spatial_leak
USA_cluster_90276,United States,train,34.21963664531246,-80.51917470972606,1,,train
USA_cluster_90201,United States,train,34.24599120712101,-80.22795675219108,1,,train
USA_cluster_90291,United States,train,34.35284730143545,-80.36346369262081,1,,train
USA_cluster_90294,United States,train,34.35662921287674,-80.52040856123129,1,,train
USA_cluster_90293,United States,val,34.707191688454245,-80.3975141974809,1,2001.2842191163786,val
USA_cluster_90295,United States,train,34.2977169297906,-80.43177667639817,1,,train
USA_cluster_90271,United States,train,34.14202339866005,-80.11946321139246,1,,train
USA_cluster_90299,United States,train,34.56494681421011,-80.46903577491004,1,,train
USA_cluster_90298,United States,test,34.29192662095451,-80.47902628392035,1,3402.929494690705,test
USA_cluster_90280,United States,train,34.62956546446937,-80.44031140190684,1,,train
USA_cluster_90344,United States,train,34.505514751719886,-80.64518952743417,1,,train
USA_cluster_90304,United States,train,34.61088829996594,-80.43695783923236,1,,train
USA_cluster_90300,United States,train,34.33374573097815,-80.46256078608651,1,,train
USA_cluster_90279,United States,train,34.3050254436472,-80.20883011022464,1,,train
USA_cluster_90265,United States,train,34.15898960529093,-80.23943971068569,1,,train
USA_cluster_90308,United States,test,34.50629088444008,-80.36875273728025,1,1556.486551700656,test
USA_cluster_90450,United States,train,34.143547989447995,-80.91338617101317,0,,train
USA_cluster_90485,United States,train,34.10060968026484,-80.51646992161571,1,,train
USA_cluster_90311,United States,test,34.56702449253951,-80.5022791873855,1,788.5263257570995,excluded_spatial_leak
USA_cluster_90555,United States,train,31.20628789638387,-83.69898419356404,1,,train
USA_cluster_90483,United States,train,34.03230839350185,-80.40591380927185,1,,train
USA_cluster_90598,United States,test,31.200837631981784,-83.54944991955975,1,8005.700374994245,test
USA_cluster_90582,United States,train,31.3244423389072,-83.86826776638654,1,,train
USA_cluster_90529,United States,train,34.080457811825504,-80.33743535420416,1,,train
USA_cluster_90390,United States,train,34.011866855620525,-80.94817415385546,0,,train
USA_cluster_90574,United States,train,31.216534649308976,-83.6645498606701,1,,train
USA_cluster_90576,United States,train,31.210191478335727,-83.69779518268321,1,,train
USA_cluster_90624,United States,test,31.28345889549916,-83.5928550914369,1,345.4461554170447,excluded_spatial_leak
USA_cluster_90678,United States,val,30.834050965018587,-83.32118014835461,0,4144.272570707713,val
USA_cluster_90647,United States,train,31.20371677191781,-83.6335843267224,1,,train
USA_cluster_90804,United States,train,30.166776997272475,-81.60075393133062,0,,train
USA_cluster_90671,United States,test,31.228207925664897,-83.81553044948616,0,11347.799983923778,test
USA_cluster_91050,United States,train,31.150568514592383,-82.13432319340446,1,,train
USA_cluster_91055,United States,train,31.3080052166442,-83.09087687557842,1,,train
USA_cluster_91058,United States,val,31.37436184798065,-82.9673734122563,1,2485.5696566622923,val
USA_cluster_91059,United States,train,31.391567137482674,-83.05067735821493,1,,train
USA_cluster_91057,United States,train,30.972280769056653,-83.21261779111528,0,,train
USA_cluster_91065,United States,train,31.36419078026981,-82.99068627327141,1,,train
USA_cluster_91070,United States,val,31.298398826177845,-83.23799630555598,1,6829.222370401912,val
USA_cluster_91071,United States,train,31.39244270727174,-83.03777849301629,1,,train
USA_cluster_91056,United States,val,31.38560242963254,-83.00045097223956,1,824.3311681832723,excluded_spatial_leak
USA_cluster_91069,United States,test,31.421290647535795,-82.98601240366878,1,549.1888417558399,excluded_spatial_leak
USA_cluster_91064,United States,train,31.42521311689987,-82.9976180579861,1,,train
USA_cluster_91094,United States,test,31.356165387642264,-82.83626757572479,1,1517.6203589663023,test
USA_cluster_91090,United States,train,31.37745133479501,-82.83582687352852,1,,train
USA_cluster_91084,United States,val,31.346357061394578,-82.84211547836738,1,2647.583765184903,val
USA_cluster_91101,United States,train,31.42243481026492,-82.7743936456921,1,,train
USA_cluster_91104,United States,test,31.33199364561508,-82.83328641287065,1,3616.8097917352648,test
USA_cluster_91089,United States,train,31.367022702736275,-82.86646493202971,1,,train
USA_cluster_91086,United States,val,31.27590359048077,-82.65635960449916,1,6820.480276797193,val
USA_cluster_91110,United States,train,31.33417973428828,-82.87128076605156,1,,train
USA_cluster_91099,United States,train,31.379515622527403,-82.85755621239913,1,,train
USA_cluster_91107,United States,train,31.13637330119025,-82.58261784930576,1,,train
USA_cluster_91103,United States,train,31.418319198551607,-82.77651028039064,1,,train
USA_cluster_91095,United States,test,31.12698593910655,-82.58567959104788,1,1083.743469208231,excluded_spatial_leak
USA_cluster_91115,United States,train,31.41776275436256,-82.7738508573784,1,,train
USA_cluster_91114,United States,test,31.27363036454624,-82.86720044029181,1,5124.191397119954,test
USA_cluster_91116,United States,train,31.41135625666777,-82.65436865515962,1,,train
USA_cluster_91102,United States,test,31.4179318504642,-82.76547944553164,1,794.6064208177581,excluded_spatial_leak
USA_cluster_91119,United States,val,31.35296658274973,-82.85573833703569,1,1865.533636405312,val
USA_cluster_91118,United States,train,31.1426704323436,-82.64091723825054,1,,train
USA_cluster_91134,United States,train,31.41929356844473,-82.77400648008607,1,,train
USA_cluster_91117,United States,test,31.281180320075983,-82.75476774023515,1,2872.102812518244,test
USA_cluster_91113,United States,train,31.39125611561981,-82.86705006590815,1,,train
USA_cluster_91125,United States,train,31.399745024790096,-82.86193082007182,1,,train
USA_cluster_91127,United States,train,31.26961332181291,-82.72774635468178,1,,train
USA_cluster_91144,United States,train,31.21276674150312,-82.90180393066079,1,,train
USA_cluster_91136,United States,train,31.33430157344208,-82.87542576849216,1,,train
USA_cluster_91130,United States,train,31.389329852467345,-82.71566076897494,1,,train
USA_cluster_91140,United States,train,31.36979141131378,-82.83718017276372,1,,train
USA_cluster_91132,United States,train,31.296902089900065,-82.82065755658392,1,,train
USA_cluster_91139,United States,train,31.10598837971997,-82.58069100747846,1,,train
USA_cluster_91186,United States,train,31.427331956948112,-82.76211740163266,1,,train
USA_cluster_91172,United States,train,31.4842427237145,-82.5774053926878,1,,train
USA_cluster_91175,United States,train,31.48562954398861,-82.58080830617821,1,,train
USA_cluster_91192,United States,train,31.57769302179188,-82.6432984770719,1,,train
USA_cluster_91180,United States,train,31.44496902625685,-82.79650759819167,1,,train
USA_cluster_91182,United States,train,31.43821948344528,-82.58992876730667,1,,train
USA_cluster_91190,United States,val,31.50092122917736,-82.6549122647279,1,414.6031772148787,excluded_spatial_leak
USA_cluster_91183,United States,train,31.506179362810443,-82.62503709683054,1,,train
USA_cluster_91184,United States,train,31.503344910837303,-82.65823546956821,1,,train
USA_cluster_91194,United States,train,31.588522786321622,-82.67533753723941,1,,train
USA_cluster_91181,United States,train,31.590997187940435,-82.64739419821271,1,,train
USA_cluster_91197,United States,test,31.47724214611974,-82.5838104496569,1,206.69110056231833,excluded_spatial_leak
USA_cluster_91199,United States,val,31.447502939850008,-82.79941731971283,1,394.43465326899434,excluded_spatial_leak
USA_cluster_91193,United States,train,31.48600595292902,-82.58660128378322,1,,train
USA_cluster_91200,United States,train,31.499335961285425,-82.64030067196781,1,,train
USA_cluster_91189,United States,train,31.489018443434645,-82.63109259606335,1,,train
USA_cluster_91188,United States,train,31.48803379400012,-82.62882646275007,1,,train
USA_cluster_91187,United States,train,31.62291191083084,-82.72048175836939,1,,train
USA_cluster_91196,United States,val,31.62260467076574,-82.71784192233388,1,252.27566425363716,excluded_spatial_leak
USA_cluster_91209,United States,train,31.615276555324947,-82.69189413081088,1,,train
USA_cluster_91229,United States,train,31.57577685649695,-82.91157418848623,1,,train
USA_cluster_91231,United States,train,31.474950050768243,-82.99539241718865,1,,train
USA_cluster_91208,United States,train,31.435813834725,-82.78033236629275,1,,train
USA_cluster_91201,United States,train,31.43468453307933,-82.78728192236652,1,,train
USA_cluster_91203,United States,val,31.60558160594307,-82.67967079714737,1,1581.7668453590343,val
USA_cluster_91251,United States,train,31.13478888428146,-81.58231043095157,0,,train
USA_cluster_91210,United States,train,31.64335699836917,-82.79329321778461,1,,train
USA_cluster_91212,United States,test,31.50367265717586,-82.35585466893554,1,6754.352437795803,test
USA_cluster_91206,United States,train,31.555687924739093,-82.58867100137438,1,,train
USA_cluster_91269,United States,train,31.136136000852108,-81.58408630596465,0,,train
USA_cluster_91309,United States,test,29.40741378335652,-82.17193433790672,0,223.756670357285,excluded_spatial_leak
USA_cluster_91232,United States,train,31.50840976067344,-82.99839195117914,1,,train
USA_cluster_91339,United States,train,28.853220184086908,-82.06981875326507,0,,train
USA_cluster_91350,United States,train,28.79744750637122,-82.05504036455773,0,,train
USA_cluster_91277,United States,test,31.81826915449621,-81.77740681239796,1,10726.32879237779,test
USA_cluster_91407,United States,test,28.91683929999221,-81.93843811740443,0,9013.520936061976,test
USA_cluster_91305,United States,train,29.409405308506884,-82.17160333298403,0,,train
USA_cluster_91304,United States,train,29.20870003851965,-82.08787802076934,0,,train
USA_cluster_91506,United States,test,29.669168069489704,-82.3094207482347,0,4288.647688319118,test
USA_cluster_91533,United States,train,29.701939178608864,-82.28601119245901,0,,train
USA_cluster_91729,United States,train,30.123897074980327,-83.09037151387741,1,,train
USA_cluster_91828,United States,val,30.30297990085077,-83.02398737550611,0,20909.834435892688,val
USA_cluster_91816,United States,train,29.98876607194557,-82.3598707188265,0,,train
USA_cluster_91889,United States,train,29.47971233954833,-81.16432272375879,0,,train
USA_cluster_91917,United States,train,29.31719759398931,-81.11101071007648,0,,train
USA_cluster_91875,United States,train,29.91340995660844,-81.40091019273993,0,,train
USA_cluster_91878,United States,train,29.912015838239206,-81.39549323512796,0,,train
USA_cluster_91961,United States,val,29.101127884087408,-81.02797413510964,0,15263.332302011917,val
USA_cluster_91926,United States,test,29.655582684812494,-81.65488300545651,0,13065.839003865427,test
USA_cluster_100004,United States,train,39.00713070237196,-75.84002995073105,1,,train
USA_cluster_91973,United States,train,28.937760523402684,-80.87878338963172,0,,train
USA_cluster_91956,United States,train,29.132669539012007,-81.33956233204621,0,,train
USA_cluster_91924,United States,train,29.70734889578266,-81.53346536712095,0,,train
USA_cluster_100012,United States,val,38.777358671981936,-75.75143922957513,1,392.656512488992,excluded_spatial_leak
USA_cluster_100001,United States,train,38.965506452952624,-75.67468255197736,1,,train
USA_cluster_100017,United States,train,39.00435567097726,-75.39387180769903,1,,train
USA_cluster_91962,United States,train,28.98750470501228,-80.9172281011348,0,,train
USA_cluster_91964,United States,train,29.002570539393787,-80.9186793882609,0,,train
USA_cluster_100007,United States,train,39.080337594923016,-75.77260469564285,1,,train
USA_cluster_91972,United States,train,28.99397808492427,-80.91970946884614,0,,train
USA_cluster_100008,United States,test,38.80849104094922,-75.45849403212709,1,2819.693378810799,test
USA_cluster_100029,United States,train,38.82155695600729,-75.65918677938481,1,,train
USA_cluster_100031,United States,train,38.53231287043077,-75.31028315069712,1,,train
USA_cluster_100028,United States,train,38.5051528958774,-75.1793056235032,1,,train
USA_cluster_100042,United States,train,38.93064381422036,-75.34868988421995,1,,train
USA_cluster_100038,United States,train,38.54034418419303,-75.31819283066528,1,,train
USA_cluster_100018,United States,train,38.775602835115215,-75.63124789175322,1,,train
USA_cluster_100034,United States,val,38.62056804731507,-75.34870847626031,1,382.03648586035075,excluded_spatial_leak
USA_cluster_100025,United States,test,38.68620783368992,-75.74599426020106,1,1794.9532272078047,test
USA_cluster_100022,United States,train,38.83347360489938,-75.4039963761899,1,,train
USA_cluster_100057,United States,val,38.86905547689321,-75.45595542429743,1,913.1199192250776,excluded_spatial_leak
USA_cluster_100037,United States,val,38.97675385163514,-75.39302663799191,1,996.8117565941312,excluded_spatial_leak
USA_cluster_100066,United States,val,38.87920749096855,-75.53655440895287,1,1174.674871551033,excluded_spatial_leak
USA_cluster_100063,United States,train,38.759958770666216,-75.4521549127282,1,,train
USA_cluster_100043,United States,train,38.99195292067089,-75.53782225829401,1,,train
USA_cluster_100050,United States,eval,38.86979698259805,-75.32899023589536,1,1184.1721231996596,excluded_spatial_leak
USA_cluster_100054,United States,train,38.75093565808683,-75.52769784741022,1,,train
USA_cluster_100076,United States,train,38.8606701865713,-75.60014434154834,1,,train
USA_cluster_100052,United States,train,38.71005032105523,-75.60942484038223,1,,train
USA_cluster_100061,United States,train,39.00031682393836,-75.72131550907469,1,,train
USA_cluster_100062,United States,train,38.96092973623032,-75.44359035116375,1,,train
USA_cluster_100068,United States,test,38.94091110187894,-75.51645713567426,1,1754.5088856209961,test
USA_cluster_100081,United States,train,38.79022816129259,-75.61779973951113,1,,train
USA_cluster_100073,United States,train,38.79139542268937,-75.62644142819502,1,,train
USA_cluster_100077,United States,train,38.84689778457571,-75.52491601036809,1,,train
USA_cluster_100099,United States,train,38.87877445714713,-75.522995530072,1,,train
USA_cluster_100096,United States,train,38.81260217041487,-75.55852369956688,1,,train
USA_cluster_100098,United States,train,38.75551451084157,-75.52085635116235,1,,train
USA_cluster_100078,United States,train,38.81314734037352,-75.41189357163987,1,,train
USA_cluster_100107,United States,train,38.51862397451117,-75.28968570211254,1,,train
USA_cluster_100084,United States,val,38.75997041904202,-75.5537286266782,1,1352.7464452751135,val
USA_cluster_100087,United States,train,38.74923148636013,-75.6568613567641,1,,train
USA_cluster_100146,United States,train,38.71314074691802,-75.81329200619521,1,,train
USA_cluster_100158,United States,train,38.85344185502511,-75.80578545334699,1,,train
USA_cluster_100149,United States,train,38.56824798757771,-75.35079144376506,1,,train
USA_cluster_100119,United States,train,38.824816912348,-75.48996154190273,1,,train
USA_cluster_100160,United States,train,38.86371798078069,-75.36687095757216,1,,train
USA_cluster_100195,United States,train,38.60861477432728,-75.48176384129283,1,,train
USA_cluster_100180,United States,train,38.85919649921462,-75.32767927843885,1,,train
USA_cluster_100232,United States,test,38.64886871226005,-75.2832124970389,0,307.25768149074736,excluded_spatial_leak
USA_cluster_100109,United States,test,38.68148674146028,-75.76545123011795,1,602.015600952876,excluded_spatial_leak
USA_cluster_100239,United States,train,38.67656067121011,-75.76257379759369,1,,train
USA_cluster_100200,United States,train,38.7690181756376,-75.75998819698866,1,,train
USA_cluster_100262,United States,train,38.72093176541331,-75.80984741918576,1,,train
USA_cluster_100298,United States,train,38.75109712510047,-75.65742674171253,1,,train
USA_cluster_100190,United States,train,38.62639533659776,-75.45127926176993,1,,train
USA_cluster_100317,United States,train,38.5960068344336,-75.49789087488813,1,,train
USA_cluster_100198,United States,val,38.80442052173377,-75.72413576371795,1,3213.012918807467,val
USA_cluster_100245,United States,train,38.7698141231098,-75.58936317704442,1,,train
USA_cluster_100323,United States,train,39.05348934312702,-74.85176426897799,0,,train
USA_cluster_100353,United States,train,39.11737800320804,-75.6323777423947,1,,train
USA_cluster_100332,United States,train,39.34325962360155,-74.60432166120702,0,,train
USA_cluster_100238,United States,train,38.82050496626348,-75.36671602989013,1,,train
USA_cluster_100364,United States,test,39.18324539668952,-75.6757648825377,1,397.4264881584513,excluded_spatial_leak
USA_cluster_100356,United States,train,39.2118981680604,-75.69328911917316,1,,train
USA_cluster_100406,United States,val,39.11432589699029,-75.71434060626987,1,2197.8432702331265,val
USA_cluster_100382,United States,test,39.19120737013496,-75.61152296457308,1,245.5279899905566,excluded_spatial_leak
USA_cluster_100394,United States,train,39.13653451235757,-75.63747706115295,1,,train
USA_cluster_100302,United States,val,38.87044207030667,-75.44280126910081,1,2026.1385989052044,val
USA_cluster_100440,United States,train,39.53542856531046,-75.2349364131821,0,,train
USA_cluster_100368,United States,train,39.18788254311501,-75.71001700503436,1,,train
USA_cluster_100370,United States,test,39.105906290544176,-75.69059445056398,1,1117.6432573396994,excluded_spatial_leak
USA_cluster_100502,United States,train,39.18369269776448,-75.80461955343009,1,,train
USA_cluster_100487,United States,train,39.13241035436727,-75.80077254114875,1,,train
USA_cluster_100490,United States,train,39.13479677152058,-75.79434903781038,1,,train
USA_cluster_100393,United States,train,39.1903858464156,-75.608878513029,1,,train
USA_cluster_100497,United States,test,39.146461246256536,-75.81041600881774,1,1769.9628175214482,test
USA_cluster_100462,United States,train,39.53896173391431,-75.23100948644169,0,,train
USA_cluster_100442,United States,train,39.538232595274295,-75.24379205831944,0,,train
USA_cluster_100444,United States,train,39.537864259139006,-75.24649409966592,0,,train
USA_cluster_100453,United States,train,39.12420605665,-75.69227516301298,1,,train
USA_cluster_100501,United States,train,39.16247756399217,-75.72267900749509,1,,train
USA_cluster_100471,United States,train,39.17583116498159,-75.67276781313406,1,,train
USA_cluster_100553,United States,train,39.58403535794747,-76.98366651763367,0,,train
USA_cluster_100539,United States,test,39.85955571837691,-77.02061894913861,0,21089.19637250726,test
USA_cluster_101180,United States,train,34.8966784162479,-77.88501058195381,2,,train
USA_cluster_101251,United States,train,34.98986216766172,-77.90388645007339,2,,train
USA_cluster_101431,United States,train,34.88599241038135,-77.92484479865394,1,,train
USA_cluster_101365,United States,train,34.763980554257856,-77.48576292316679,0,,train
USA_cluster_101495,United States,train,34.91232815587692,-77.95317240836151,2,,train
USA_cluster_101493,United States,train,35.03379789828329,-77.97835755442838,2,,train
USA_cluster_101565,United States,train,35.160942082176554,-77.51193028021483,2,,train
USA_cluster_101536,United States,train,35.09662698508321,-77.12127022346039,0,,train
USA_cluster_101630,United States,test,35.014049370666136,-77.78445371189092,2,5558.977924956768,test
USA_cluster_101673,United States,eval,35.03996058794619,-77.71204477670808,1,10689.645019164036,eval
USA_cluster_101658,United States,val,35.27863055521979,-77.83025076693666,2,15230.640833530397,val
USA_cluster_101755,United States,val,35.23497632008905,-77.91196934535343,2,12019.824808496922,val
USA_cluster_101808,United States,val,35.03903728533407,-77.61601596265156,2,15388.318833493111,val
USA_cluster_101832,United States,train,35.10279787055673,-77.80093975130913,2,,train
USA_cluster_101855,United States,eval,35.47339124989719,-77.9670890034445,0,12385.975915829336,eval
USA_cluster_101847,United States,train,34.91261990687354,-77.54729706763922,2,,train
USA_cluster_102162,United States,train,35.431694287786634,-77.76576172357358,2,,train
USA_cluster_102219,United States,train,35.496614486053986,-77.6392643674782,2,,train
USA_cluster_102206,United States,train,35.48446272829165,-77.6579213902614,2,,train
USA_cluster_102233,United States,test,35.51389510576248,-77.60448071788801,2,3682.376019054933,test
USA_cluster_102244,United States,train,35.33262251707026,-77.39387046618415,2,,train
USA_cluster_102217,United States,train,35.529544133697456,-77.68313553425446,2,,train
USA_cluster_102260,United States,val,35.514960428440865,-77.66805040372186,2,2119.787128994797,val
USA_cluster_102269,United States,train,35.50186137919526,-77.53307512934705,2,,train
USA_cluster_102292,United States,train,35.398098386245195,-77.48188529209973,0,,train
USA_cluster_102324,United States,train,35.53557526547018,-77.63523928683782,2,,train
USA_cluster_102322,United States,test,35.5544663487314,-77.81769643584593,2,6015.200059149637,test
USA_cluster_102420,United States,test,34.9019710802987,-76.90056177983867,0,506.8205600410614,excluded_spatial_leak
USA_cluster_102468,United States,train,34.98109824762948,-77.28888860608139,2,,train
USA_cluster_102413,United States,test,35.52572208211357,-77.1862948143324,2,1137.0624412548852,excluded_spatial_leak
USA_cluster_102580,United States,train,36.07368006818328,-77.50404967561998,2,,train
USA_cluster_102623,United States,train,36.04575465942729,-77.55063895719555,2,,train
USA_cluster_102793,United States,train,36.47512044113219,-76.78516467479088,2,,train
USA_cluster_102802,United States,train,36.367163966718095,-76.70267137812135,2,,train
USA_cluster_102832,United States,train,36.35323502880866,-76.52887655566043,0,,train
USA_cluster_102911,United States,test,36.44815823118639,-76.76022322311219,2,3736.7711048200704,test
USA_cluster_102998,United States,train,35.588309564584655,-76.68629103352875,2,,train
USA_cluster_103053,United States,train,36.89439911899658,-76.56957265570729,0,,train
USA_cluster_103035,United States,train,37.15564995071488,-76.57933295635384,0,,train
USA_cluster_103037,United States,train,36.89495114882078,-76.56657998108514,0,,train
USA_cluster_103010,United States,val,37.10747880463921,-76.4705368362844,0,2453.6836965895773,val
USA_cluster_103024,United States,val,37.1066297954248,-76.46789745280094,0,2286.98195140249,val
USA_cluster_103020,United States,train,37.08696511762784,-76.46034219022677,0,,train
USA_cluster_103184,United States,val,36.78027045744601,-76.08820162865239,0,1732.0731773929483,val
USA_cluster_103100,United States,train,37.27250093479113,-76.74892733086443,0,,train
USA_cluster_103216,United States,train,37.03932416352795,-76.38507583950981,0,,train
USA_cluster_103364,United States,train,43.06658620577206,-73.76892736291221,0,,train
USA_cluster_103258,United States,train,36.73117713629469,-76.23844692775369,0,,train
USA_cluster_103438,United States,train,42.59391633485022,-73.7072312913843,0,,train
USA_cluster_103217,United States,train,36.94904805191899,-76.31579930144534,0,,train
USA_cluster_103309,United States,train,42.76148874797496,-73.73382068841758,0,,train
USA_cluster_103327,United States,test,42.78451131234132,-73.86433567340306,0,6723.678254677586,test
USA_cluster_103411,United States,train,42.74658284350632,-73.77008039363386,0,,train
USA_cluster_103863,United States,val,44.13743365020267,-72.88212865904927,0,67772.17230338861,val
USA_cluster_103307,United States,train,42.747828206053725,-73.75035704715906,0,,train
USA_cluster_103884,United States,train,43.43011221153412,-73.711237416748,0,,train
USA_cluster_103948,United States,train,44.056628600865935,-75.69075388145104,0,,train
USA_cluster_103593,United States,val,43.12629245641364,-76.21923278112045,0,7080.564669710361,val
USA_cluster_103961,United States,train,43.088732331059,-77.61524674105038,0,,train
USA_cluster_103888,United States,train,43.334742020459686,-73.68321932359194,0,,train
USA_cluster_103877,United States,train,43.32526403967387,-73.688052787558,0,,train
USA_cluster_104099,United States,train,44.74094082659238,-72.1889360902763,0,,train
USA_cluster_103951,United States,test,44.04043880009242,-75.77315927103777,0,3276.5373643550242,test
USA_cluster_91995,United States,val,41.27994934168117,-73.86586591499871,0,11875.764128838115,val
USA_cluster_104022,United States,val,43.23613101513215,-77.69103226036063,0,15532.60708895987,val
USA_cluster_92079,United States,train,40.96904542419095,-74.25842173408054,0,,train
USA_cluster_91992,United States,train,40.396075587206425,-74.10308956111255,0,,train
USA_cluster_92052,United States,train,41.21749316136964,-73.98109529259341,0,,train
USA_cluster_92005,United States,train,40.95230368424327,-74.1955201834493,0,,train
USA_cluster_92037,United States,test,40.82124512838367,-73.59292424830916,0,43430.76665699013,test
USA_cluster_92054,United States,train,41.12000100235304,-73.98039005466583,0,,train
USA_cluster_92017,United States,test,41.05094422894109,-73.70138625610672,0,24612.07659409874,test
USA_cluster_92088,United States,train,40.96676878717708,-74.22761076001285,0,,train
USA_cluster_92145,United States,test,40.76040034002997,-73.05190458727307,0,16543.80274646075,test
USA_cluster_92174,United States,val,40.78314014130111,-73.12299416523678,0,14015.644221836808,val
USA_cluster_92124,United States,train,40.81269425975535,-74.38604621412581,0,,train
USA_cluster_92208,United States,train,40.94512612091707,-74.56348048826642,0,,train
USA_cluster_92098,United States,train,40.86583326793459,-74.39851262936116,0,,train
USA_cluster_92150,United States,test,40.82331960526459,-73.18081273074694,0,12054.237175751114,test
USA_cluster_92171,United States,val,40.74678552881712,-73.13882507948874,0,18251.474618841436,val
USA_cluster_92237,United States,train,40.51599142479979,-74.82379867122077,0,,train
USA_cluster_92192,United States,test,40.94054786179864,-74.5697314655726,0,244.7533358111573,excluded_spatial_leak
USA_cluster_92179,United States,train,40.90652235394784,-73.08892197861739,0,,train
USA_cluster_92245,United States,val,40.5711876652148,-74.65696549488815,0,15375.24625423964,val
USA_cluster_92220,United States,train,40.947813497429614,-74.73058255902313,0,,train
USA_cluster_92200,United States,train,40.94076189556112,-74.5726315470066,0,,train
USA_cluster_92304,United States,val,40.642342603604256,-75.48291379191572,0,1700.4899561329157,val
USA_cluster_92305,United States,test,40.7058244032708,-75.12216461874857,0,3124.991121662468,test
USA_cluster_92270,United States,val,40.52940099773566,-74.84959152220252,0,2641.265938274921,val
